OrderDate,Region,Carrier,TransportMode,DistanceKM,ShipmentVolumeUnits,WarehouseHandlingHrs,FuelSurchargePct,DeliveryTimeHrs
2025-09-26 07:55:47.684605756,North,Carrier A,Rail,1679.21,95,2.95,10.04,27.64
2025-09-26 18:51:48.886107632,North,Carrier B,Road,687.7,94,7.22,5.21,23.29
2025-09-27 05:47:50.087609512,West,Carrier B,Road,2272.63,3,6.43,7.04,47.41
2025-09-27 16:43:51.289111388,North,Carrier D,Road,1693.29,94,6.57,14.66,39.1
2025-09-28 03:39:52.490613264,West,Carrier B,Rail,1423.08,6,9.47,16.65,30.7
2025-09-28 14:35:53.692115144,West,Carrier A,Road,321.92,93,7.98,7.76,15.21
2025-09-29 01:31:54.893617020,West,Carrier B,Sea,1145.29,8,2.15,6.91,35.71
2025-09-29 12:27:56.095118896,North,Carrier C,Road,1177.88,44,4.13,5.12,24.34
2025-09-29 23:23:57.296620776,East,Carrier C,Road,2168.18,33,4.92,12.86,43.35
2025-09-30 10:19:58.498122652,West,Carrier D,Rail,1389.29,81,4.56,7.17,22.53
2025-09-30 21:15:59.699624528,South,Carrier A,Air,981.98,75,7.02,17.8,4.93
2025-10-01 08:12:00.901126408,North,Carrier C,Road,2443.16,77,9.03,7.21,56.19
2025-10-01 19:08:02.102628284,West,Carrier C,Road,321.27,50,3.75,8.31,9.62
2025-10-02 06:04:03.304130160,West,Carrier A,Road,1085.24,11,5.97,11.65,28.33
2025-10-02 17:00:04.505632040,South,Carrier B,Air,152.96,95,8.1,14.83,11.78
2025-10-03 03:56:05.707133916,East,Carrier B,Rail,1862.77,28,4.75,9.51,31.47
2025-10-03 14:52:06.908635792,East,Carrier D,Rail,2299.29,70,2.51,8.76,32.47
2025-10-04 01:48:08.110137672,East,Carrier B,Sea,736.09,41,5.27,17.93,25.87
2025-10-04 12:44:09.311639548,West,Carrier A,Sea,2152.94,16,1.5,2.17,61.53
2025-10-04 23:40:10.513141424,West,Carrier C,Rail,765.93,68,9.48,16.32,16.07
2025-10-05 10:36:11.714643304,West,Carrier B,Sea,2281.39,99,1.67,4.39,65.75
2025-10-05 21:32:12.916145180,North,Carrier D,Road,1897.21,48,4.95,14.57,39.28
2025-10-06 08:28:14.117647056,South,Carrier B,Road,2022.02,56,5.77,11.89,41.12
2025-10-06 19:24:15.319148936,West,Carrier A,Road,94.12,64,9.87,7.47,9.88
2025-10-07 06:20:16.520650812,South,Carrier D,Road,2408.89,59,2.49,15.98,43.48
2025-10-07 17:16:17.722152688,South,Carrier B,Rail,1830.34,90,2.03,2.21,28.61
2025-10-08 04:12:18.923654568,East,Carrier D,Sea,796.64,62,1.08,5.63,27.95
2025-10-08 15:08:20.125156444,North,Carrier A,Road,2082.02,76,2.4,11.07,43.07
2025-10-09 02:04:21.326658320,West,Carrier C,Road,739.73,11,2.87,7.62,17.75
2025-10-09 13:00:22.528160200,East,Carrier A,Rail,2188.25,89,6.68,11.77,39.42
2025-10-09 23:56:23.729662076,East,Carrier A,Sea,325.82,18,2.98,2.39,11.99
2025-10-10 10:52:24.931163952,West,Carrier A,Road,1774.03,19,1.18,3.86,29.47
2025-10-10 21:48:26.132665832,South,Carrier A,Rail,1374.71,87,8.44,4.03,27.27
2025-10-11 08:44:27.334167708,East,Carrier C,Road,286.51,55,4.29,5.03,7.37
2025-10-11 19:40:28.535669584,South,Carrier C,Road,642.64,82,4.18,9.35,16.21
2025-10-12 06:36:29.737171464,North,Carrier D,Sea,80.39,26,3.72,14.03,8.73
2025-10-12 17:32:30.938673340,South,Carrier B,Sea,1198.48,6,9.78,16.49,48.36
2025-10-13 04:28:32.140175216,North,Carrier C,Road,788.1,4,2.53,15.37,17.0
2025-10-13 15:24:33.341677096,South,Carrier C,Sea,1515.98,29,9.08,5.15,48.73
2025-10-14 02:20:34.543178972,East,Carrier B,Rail,778.23,59,7.99,9.06,19.25
2025-10-14 13:16:35.744680848,East,Carrier C,Sea,784.8,98,1.69,5.19,24.31
2025-10-15 00:12:36.946182728,North,Carrier A,Rail,1870.82,17,9.88,6.23,38.1
2025-10-15 11:08:38.147684604,West,Carrier A,Rail,167.95,43,3.44,10.06,5.8
2025-10-15 22:04:39.349186480,North,Carrier B,Rail,2262.09,80,1.89,3.09,34.35
2025-10-16 09:00:40.550688360,North,Carrier D,Rail,2138.05,66,8.46,5.49,37.62
2025-10-16 19:56:41.752190236,South,Carrier D,Road,1686.12,34,7.36,16.97,37.33
2025-10-17 06:52:42.953692112,South,Carrier B,Road,1503.39,8,6.55,9.46,35.02
2025-10-17 17:48:44.155193992,North,Carrier B,Road,2236.14,13,2.4,9.13,38.64
2025-10-18 04:44:45.356695868,East,Carrier A,Air,504.06,8,5.31,2.23,5.38
2025-10-18 15:40:46.558197744,South,Carrier D,Road,243.47,94,8.03,5.96,13.97
2025-10-19 02:36:47.759699624,West,Carrier C,Rail,636.8,96,3.73,15.86,16.44
2025-10-19 13:32:48.961201500,South,Carrier A,Sea,1996.72,100,3.81,4.63,59.98
2025-10-20 00:28:50.162703376,South,Carrier B,Road,134.94,94,1.03,8.64,6.09
2025-10-20 11:24:51.364205256,West,Carrier D,Rail,1477.88,65,2.57,2.23,27.4
2025-10-20 22:20:52.565707132,North,Carrier C,Road,2488.82,43,8.88,9.65,53.28
2025-10-21 09:16:53.767209008,West,Carrier C,Sea,2146.46,39,4.98,2.34,65.07
2025-10-21 20:12:54.968710888,North,Carrier A,Road,1327.54,81,9.86,15.11,33.59
2025-10-22 07:08:56.170212764,North,Carrier D,Rail,205.92,59,4.56,15.2,7.32
2025-10-22 18:04:57.371714640,North,Carrier D,Sea,2086.87,84,7.44,14.6,69.46
2025-10-23 05:00:58.573216520,West,Carrier B,Sea,1517.5,88,3.54,6.53,45.19
2025-10-23 15:56:59.774718396,North,Carrier D,Rail,331.59,86,4.27,15.4,12.39
2025-10-24 02:53:00.976220272,East,Carrier D,Rail,279.95,93,2.72,10.69,4.95
2025-10-24 13:49:02.177722152,West,Carrier A,Rail,2278.59,86,4.12,7.98,33.89
2025-10-25 00:45:03.379224028,East,Carrier D,Sea,1689.54,44,5.93,12.01,55.35
2025-10-25 11:41:04.580725904,North,Carrier C,Rail,2081.75,9,9.93,2.2,42.37
2025-10-25 22:37:05.782227784,South,Carrier A,Road,2203.5,37,6.98,4.29,47.43
2025-10-26 09:33:06.983729660,North,Carrier A,Sea,1450.84,74,2.79,13.88,45.2
2025-10-26 20:29:08.185231536,East,Carrier B,Rail,1317.74,36,1.4,5.91,24.53
2025-10-27 07:25:09.386733416,East,Carrier D,Rail,1104.55,92,2.14,11.57,20.65
2025-10-27 18:21:10.588235292,West,Carrier B,Road,826.52,28,6.06,8.16,21.16
2025-10-28 05:17:11.789737168,South,Carrier C,Rail,1114.76,42,7.89,15.68,22.86
2025-10-28 16:13:12.991239048,West,Carrier A,Road,1946.01,43,9.46,17.24,47.25
2025-10-29 03:09:14.192740924,East,Carrier A,Rail,1524.71,85,1.14,16.14,24.75
2025-10-29 14:05:15.394242800,North,Carrier A,Road,2236.68,88,5.7,6.33,47.29
2025-10-30 01:01:16.595744680,South,Carrier C,Rail,1136.28,42,5.24,5.11,20.75
2025-10-30 11:57:17.797246556,North,Carrier C,Sea,1537.37,66,6.9,9.59,50.66
2025-10-30 22:53:18.998748432,North,Carrier B,Road,1596.7,55,6.04,2.12,34.74
2025-10-31 09:49:20.200250312,South,Carrier B,Sea,1499.66,72,7.18,2.41,49.35
2025-10-31 20:45:21.401752188,West,Carrier B,Road,1771.45,48,6.92,10.85,37.81
2025-11-01 07:41:22.603254064,North,Carrier D,Sea,631.71,91,2.05,10.33,20.69
2025-11-01 18:37:23.804755944,East,Carrier A,Air,1305.29,22,8.2,17.91,8.78
2025-11-02 05:33:25.006257820,North,Carrier A,Rail,305.35,27,2.11,5.23,6.86
2025-11-02 16:29:26.207759696,South,Carrier B,Air,992.05,93,7.29,6.13,4.19
2025-11-03 03:25:27.409261576,South,Carrier A,Sea,1244.78,67,4.75,3.82,38.99
2025-11-03 14:21:28.610763452,South,Carrier B,Road,1647.95,13,5.62,16.68,38.0
2025-11-04 01:17:29.812265328,West,Carrier D,Road,2378.8,45,9.13,14.44,50.4
2025-11-04 12:13:31.013767208,North,Carrier D,Rail,1521.6,10,9.01,15.16,32.05
2025-11-04 23:09:32.215269084,West,Carrier C,Sea,1871.81,100,8.36,16.44,60.04
2025-11-05 10:05:33.416770960,West,Carrier D,Air,1290.35,9,5.59,10.4,9.28
2025-11-05 21:01:34.618272840,South,Carrier B,Air,1603.55,54,7.63,9.22,9.44
2025-11-06 07:57:35.819774716,South,Carrier D,Road,223.78,27,5.62,7.29,8.94
2025-11-06 18:53:37.021276592,West,Carrier C,Sea,673.26,34,8.83,11.43,28.18
2025-11-07 05:49:38.222778472,North,Carrier A,Road,936.54,1,4.62,9.27,18.7
2025-11-07 16:45:39.424280348,East,Carrier B,Rail,1207.61,32,9.73,9.23,29.12
2025-11-08 03:41:40.625782224,West,Carrier A,Road,161.84,89,9.39,16.99,15.2
2025-11-08 14:37:41.827284104,North,Carrier C,Road,393.06,93,7.67,17.74,14.03
2025-11-09 01:33:43.028785980,South,Carrier C,Road,728.2,71,3.51,14.74,17.91
2025-11-09 12:29:44.230287856,South,Carrier C,Road,2430.26,67,2.18,14.11,48.08
2025-11-09 23:25:45.431789736,North,Carrier A,Rail,861.8,84,8.69,12.89,20.8
2025-11-10 10:21:46.633291612,East,Carrier A,Road,1231.0,20,2.49,4.66,22.43
2025-11-10 21:17:47.834793488,South,Carrier A,Road,530.44,94,8.69,2.95,21.84
2025-11-11 08:13:49.036295368,South,Carrier A,Road,1546.41,35,5.42,13.05,32.67
2025-11-11 19:09:50.237797244,South,Carrier C,Road,737.67,99,4.66,13.66,16.73
2025-11-12 06:05:51.439299120,North,Carrier C,Road,557.13,91,9.13,2.75,22.86
2025-11-12 17:01:52.640801000,West,Carrier B,Road,1315.6,90,6.43,16.85,31.7
2025-11-13 03:57:53.842302876,South,Carrier B,Rail,63.49,78,6.19,3.46,7.66
2025-11-13 14:53:55.043804752,West,Carrier A,Rail,68.78,17,6.03,6.57,4.88
2025-11-14 01:49:56.245306632,East,Carrier D,Rail,586.72,18,4.34,12.76,14.49
2025-11-14 12:45:57.446808508,South,Carrier D,Rail,139.97,45,8.07,4.72,16.44
2025-11-14 23:41:58.648310384,South,Carrier C,Road,314.66,93,3.28,2.89,10.93
2025-11-15 10:37:59.849812264,East,Carrier C,Sea,880.21,84,9.45,7.3,35.69
2025-11-15 21:34:01.051314140,South,Carrier C,Rail,2016.33,53,9.05,14.26,39.44
2025-11-16 08:30:02.252816016,West,Carrier B,Rail,1451.52,91,4.04,8.62,24.05
2025-11-16 19:26:03.454317896,North,Carrier B,Road,1306.04,82,7.57,12.45,30.57
2025-11-17 06:22:04.655819772,West,Carrier C,Road,769.05,68,6.16,11.27,19.37
2025-11-17 17:18:05.857321648,North,Carrier C,Road,2332.8,65,4.04,2.36,45.19
2025-11-18 04:14:07.058823528,North,Carrier C,Road,1022.69,1,9.9,17.82,27.72
2025-11-18 15:10:08.260325404,West,Carrier D,Rail,263.38,58,1.23,2.66,4.2
2025-11-19 02:06:09.461827284,West,Carrier B,Rail,1561.81,26,3.27,17.48,25.05
2025-11-19 13:02:10.663329160,West,Carrier D,Rail,328.9,20,5.68,10.8,9.78
2025-11-19 23:58:11.864831036,West,Carrier D,Air,895.8,87,5.7,17.41,7.61
2025-11-20 10:54:13.066332916,East,Carrier C,Sea,1293.16,10,6.3,3.84,43.42
2025-11-20 21:50:14.267834792,South,Carrier C,Air,2191.85,59,7.77,9.85,11.51
2025-11-21 08:46:15.469336668,North,Carrier A,Sea,1259.19,75,6.61,4.71,45.94
2025-11-21 19:42:16.670838548,West,Carrier A,Road,1770.53,41,6.4,2.82,38.76
2025-11-22 06:38:17.872340424,West,Carrier D,Road,2482.4,5,1.48,11.88,51.48
2025-11-22 17:34:19.073842300,West,Carrier B,Road,372.15,65,4.39,5.32,11.93
2025-11-23 04:30:20.275344180,East,Carrier C,Rail,723.09,17,3.09,11.4,12.43
2025-11-23 15:26:21.476846056,West,Carrier C,Sea,1016.71,22,3.39,3.8,35.41
2025-11-24 02:22:22.678347932,West,Carrier D,Road,1083.48,98,5.99,7.31,25.51
2025-11-24 13:18:23.879849812,West,Carrier A,Sea,1057.0,41,2.8,14.51,27.73
2025-11-25 00:14:25.081351688,South,Carrier B,Road,2273.65,93,3.65,8.99,44.98
2025-11-25 11:10:26.282853564,East,Carrier A,Sea,1799.38,68,3.13,12.04,54.0
2025-11-25 22:06:27.484355444,West,Carrier A,Road,1539.37,69,9.54,12.36,41.06
2025-11-26 09:02:28.685857320,North,Carrier A,Road,807.96,11,9.5,15.5,22.22
2025-11-26 19:58:29.887359196,North,Carrier A,Rail,2068.29,56,6.49,7.2,35.3
2025-11-27 06:54:31.088861076,North,Carrier C,Road,2389.9,51,9.32,13.0,55.56
2025-11-27 17:50:32.290362952,East,Carrier C,Road,2061.94,21,8.07,17.39,46.43
2025-11-28 04:46:33.491864828,East,Carrier A,Road,53.83,99,6.31,13.68,6.91
2025-11-28 15:42:34.693366708,North,Carrier B,Sea,1609.18,76,1.06,9.84,45.37
2025-11-29 02:38:35.894868584,West,Carrier D,Rail,175.28,26,7.95,12.09,11.23
2025-11-29 13:34:37.096370460,East,Carrier B,Road,681.14,19,7.32,13.83,19.64
2025-11-30 00:30:38.297872340,North,Carrier B,Rail,195.84,60,6.54,11.8,7.65
2025-11-30 11:26:39.499374216,North,Carrier B,Air,1529.3,71,7.84,2.27,8.62
2025-11-30 22:22:40.700876092,West,Carrier A,Road,1732.15,47,5.62,5.12,35.32
2025-12-01 09:18:41.902377972,South,Carrier C,Road,330.49,71,7.34,14.97,11.16
2025-12-01 20:14:43.103879848,East,Carrier B,Road,990.41,26,9.42,6.36,29.48
2025-12-02 07:10:44.305381724,West,Carrier A,Road,1167.78,40,4.38,13.7,27.37
2025-12-02 18:06:45.506883604,North,Carrier B,Rail,954.18,5,7.37,7.95,23.06
2025-12-03 05:02:46.708385480,North,Carrier B,Road,346.51,21,5.28,10.35,11.59
2025-12-03 15:58:47.909887356,West,Carrier A,Rail,1076.42,78,7.07,3.09,21.91
2025-12-04 02:54:49.111389236,East,Carrier C,Air,1890.39,4,7.87,4.9,10.28
2025-12-04 13:50:50.312891112,South,Carrier C,Road,223.97,23,1.41,17.32,7.73
2025-12-05 00:46:51.514392988,South,Carrier D,Rail,246.44,84,6.82,16.24,6.34
2025-12-05 11:42:52.715894868,North,Carrier A,Road,919.19,15,3.04,12.44,18.62
2025-12-05 22:38:53.917396744,East,Carrier D,Sea,2357.23,93,7.03,9.35,72.43
2025-12-06 09:34:55.118898620,South,Carrier D,Rail,1688.0,8,5.21,12.81,32.32
2025-12-06 20:30:56.320400500,East,Carrier D,Sea,1712.74,41,7.96,11.9,55.85
2025-12-07 07:26:57.521902376,East,Carrier C,Rail,936.7,19,2.11,11.1,11.89
2025-12-07 18:22:58.723404252,North,Carrier A,Road,1504.47,46,6.64,2.95,34.48
2025-12-08 05:18:59.924906132,South,Carrier D,Rail,74.82,28,3.51,12.12,3.76
2025-12-08 16:15:01.126408008,West,Carrier A,Sea,1608.44,91,8.68,14.3,53.41
2025-12-09 03:11:02.327909884,North,Carrier A,Rail,2287.55,68,9.36,17.91,40.58
2025-12-09 14:07:03.529411764,South,Carrier C,Sea,1550.8,15,9.97,2.18,52.74
2025-12-10 01:03:04.730913640,South,Carrier D,Sea,2190.56,99,8.16,13.68,72.31
2025-12-10 11:59:05.932415516,South,Carrier D,Road,1823.73,37,7.78,11.15,41.43
2025-12-10 22:55:07.133917396,South,Carrier A,Road,345.37,1,2.94,8.94,8.78
2025-12-11 09:51:08.335419272,South,Carrier B,Rail,2261.01,67,4.02,4.04,33.91
2025-12-11 20:47:09.536921148,East,Carrier C,Road,212.79,24,5.19,8.55,8.69
2025-12-12 07:43:10.738423028,North,Carrier C,Sea,1358.22,27,7.96,7.67,47.34
2025-12-12 18:39:11.939924904,East,Carrier C,Sea,398.24,40,9.23,6.85,21.27
2025-12-13 05:35:13.141426780,West,Carrier C,Road,78.68,63,2.7,13.69,4.49
2025-12-13 16:31:14.342928660,South,Carrier D,Road,1083.98,61,9.3,13.21,26.98
2025-12-14 03:27:15.544430536,North,Carrier D,Air,772.85,36,7.26,11.42,3.16
2025-12-14 14:23:16.745932412,South,Carrier B,Road,1240.7,98,6.5,17.02,33.01
2025-12-15 01:19:17.947434292,North,Carrier C,Sea,1464.14,93,2.8,7.6,41.75
2025-12-15 12:15:19.148936168,East,Carrier C,Road,157.16,24,1.5,5.9,1.0
2025-12-15 23:11:20.350438044,North,Carrier A,Rail,351.36,24,6.12,12.49,11.42
2025-12-16 10:07:21.551939924,West,Carrier D,Road,1418.67,4,6.86,5.18,28.9
2025-12-16 21:03:22.753441800,West,Carrier C,Rail,890.76,67,2.9,7.04,13.85
2025-12-17 07:59:23.954943676,North,Carrier B,Rail,1836.48,34,6.01,5.59,33.45
2025-12-17 18:55:25.156445556,North,Carrier B,Rail,1648.11,57,8.71,3.11,36.15
2025-12-18 05:51:26.357947432,North,Carrier D,Road,2121.73,49,8.52,15.24,47.95
2025-12-18 16:47:27.559449308,North,Carrier B,Air,1746.61,87,9.35,6.07,11.07
2025-12-19 03:43:28.760951188,West,Carrier B,Sea,1103.33,53,4.29,9.57,35.7
2025-12-19 14:39:29.962453064,South,Carrier D,Road,1698.77,23,3.86,2.69,30.77
2025-12-20 01:35:31.163954940,North,Carrier C,Road,724.68,69,7.74,13.19,19.93
2025-12-20 12:31:32.365456820,North,Carrier C,Road,800.47,95,4.88,7.29,18.44
2025-12-20 23:27:33.566958696,West,Carrier B,Rail,1983.01,53,1.79,13.92,30.45
2025-12-21 10:23:34.768460572,West,Carrier B,Rail,1143.73,62,3.55,8.6,24.16
2025-12-21 21:19:35.969962452,East,Carrier C,Rail,2006.03,41,4.77,5.13,29.16
2025-12-22 08:15:37.171464328,North,Carrier D,Road,2064.93,57,3.63,10.21,40.28
2025-12-22 19:11:38.372966204,East,Carrier B,Road,2151.03,60,3.99,4.09,39.07
2025-12-23 06:07:39.574468084,West,Carrier A,Rail,2295.76,54,3.64,9.05,35.33
2025-12-23 17:03:40.775969960,West,Carrier D,Rail,1105.91,70,1.37,7.08,15.27
2025-12-24 03:59:41.977471836,South,Carrier B,Sea,831.22,57,6.73,16.59,27.2
2025-12-24 14:55:43.178973716,North,Carrier B,Road,1476.39,10,6.38,2.97,35.23
2025-12-25 01:51:44.380475592,East,Carrier A,Rail,959.37,40,6.88,13.1,21.15
2025-12-25 12:47:45.581977468,West,Carrier A,Road,1522.63,7,2.73,4.92,32.17
2025-12-25 23:43:46.783479348,West,Carrier C,Road,1778.69,38,3.66,7.1,34.83
2025-12-26 10:39:47.984981224,East,Carrier D,Air,1736.59,85,6.58,8.65,9.09
2025-12-26 21:35:49.186483100,South,Carrier D,Rail,967.65,61,6.4,16.53,23.73
2025-12-27 08:31:50.387984980,West,Carrier C,Sea,458.81,84,5.56,5.88,18.66
2025-12-27 19:27:51.589486856,North,Carrier D,Road,1104.8,3,4.15,3.46,26.02
2025-12-28 06:23:52.790988732,West,Carrier D,Road,399.36,51,9.22,7.1,15.12
2025-12-28 17:19:53.992490612,North,Carrier D,Air,2230.74,86,4.06,3.67,9.07
2025-12-29 04:15:55.193992488,East,Carrier D,Rail,897.4,47,5.1,4.06,16.71
2025-12-29 15:11:56.395494364,North,Carrier D,Road,428.43,68,7.1,11.18,10.72
2025-12-30 02:07:57.596996244,East,Carrier A,Road,112.35,92,5.89,2.97,7.91
2025-12-30 13:03:58.798498120,North,Carrier D,Road,1632.26,76,4.12,2.49,32.76
2025-12-31 00:00:00.000000000,East,Carrier A,Sea,1610.41,38,4.92,13.43,47.36
